Feature,Normalized.Dispersion
ENSG00000238009,3.1651018008332414
ENSG00000241860,nan
ENSG00000286448,-1.3240935346500837
ENSG00000235146,nan
ENSG00000229905,1.4885009700836613
ENSG00000237491,-0.6454302253032532
ENSG00000228794,-1.2224672686230977
ENSG00000225880,-2.094931569529743
ENSG00000230368,-0.024494563489470593
ENSG00000272438,nan
ENSG00000230699,nan
ENSG00000241180,-3.1203944677475426
ENSG00000223764,-0.6042339085171431
ENSG00000187634,0.7321661420026406
ENSG00000188976,4.628582189835729
ENSG00000187961,-0.8852446203926875
ENSG00000187583,1.2731645189966647
ENSG00000187642,-0.05119296042237182
ENSG00000272512,4.893197409489727
ENSG00000188290,-0.3346491827449194
ENSG00000187608,0.7588692824614758
ENSG00000188157,0.36852862685664634
ENSG00000237330,-0.6442626269004317
ENSG00000131591,-0.8242803329050198
ENSG00000223823,-1.268911123436707
ENSG00000272141,-2.220932575490855
ENSG00000162571,1.3016232399918266
ENSG00000186891,1.687135892348161
ENSG00000186827,5.761434189997079
ENSG00000078808,0.18967365329374167
ENSG00000176022,-1.3016258082309162
ENSG00000184163,-1.0044599364997295
ENSG00000260179,0.9918373057440604
ENSG00000160087,-0.62356382343825
ENSG00000230415,1.2838573431854314
ENSG00000162572,0.41417376683825774
ENSG00000131584,2.4011475538696274
ENSG00000169972,-1.8791256393109912
ENSG00000127054,-0.7540115805219622
ENSG00000224051,-0.5367305493352856
ENSG00000169962,4.633456049819171
ENSG00000107404,-0.035602312573879795
ENSG00000162576,3.4747223264859626
ENSG00000175756,0.9915718311837988
ENSG00000221978,-0.05760769842366663
ENSG00000224870,-0.5867493481786772
ENSG00000242485,-0.804697219176639
ENSG00000272455,-1.564961742212959
ENSG00000235098,0.1253781116722304
ENSG00000225905,7.661085771127829
ENSG00000225285,-1.0277512550860253
ENSG00000179403,3.229966503911044
ENSG00000215915,0.6146960403382414
ENSG00000160072,2.836124682075642
ENSG00000197785,8.577585308528647
ENSG00000205090,-0.20599642416193542
ENSG00000160075,-1.4587137447985417
ENSG00000215014,-0.9010364720941801
ENSG00000228594,-0.891301842333486
ENSG00000286989,-2.0095453806258647
ENSG00000272106,-1.1397794835128296
ENSG00000197530,0.2986374076252344
ENSG00000189409,3.8960984354112154
ENSG00000248333,0.8442068702524625
ENSG00000272004,0.3234496248883568
ENSG00000189339,-1.9423338671237933
ENSG00000008128,0.6367996267349973
ENSG00000215790,-0.800812248558681
ENSG00000008130,0.1924259843863813
ENSG00000078369,0.2245070192770816
ENSG00000231050,-1.5715897079263508
ENSG00000169885,4.47724135803649
ENSG00000178821,-0.6568761060329493
ENSG00000142609,-0.07792475951103994
ENSG00000233542,0.302793583375596
ENSG00000187730,-0.9579559078577979
ENSG00000226969,-2.1579947730034843
ENSG00000067606,-0.21980715540739654
ENSG00000271806,nan
ENSG00000182873,0.21743703695855887
ENSG00000162585,3.102515896605889
ENSG00000234396,4.317256412546853
ENSG00000157933,2.2866885891259945
ENSG00000287356,-0.8154885078068965
ENSG00000116151,-0.22836381792955776
ENSG00000272161,-0.6531767497858378
ENSG00000272420,-1.7630103720958519
ENSG00000157916,-1.029532422282906
ENSG00000157911,-0.7559928119824488
ENSG00000149527,1.7672886178926461
ENSG00000224387,3.5082962465203167
ENSG00000157881,-1.1266427058010922
ENSG00000197921,2.589527201931789
ENSG00000272449,-1.1240694904201651
ENSG00000238164,-0.7690099697354359
ENSG00000157873,1.5308154048544194
ENSG00000228037,-0.6064438265665683
ENSG00000157870,0.7916873456025276
ENSG00000142606,2.462786355013009
ENSG00000215912,-0.04923280551288981
ENSG00000285945,-0.26361947306601163
ENSG00000177133,0.9689548691878845
ENSG00000142611,0.6083325844301021
ENSG00000226286,0.6796267323059271
ENSG00000272235,0.9936406516884869
ENSG00000287828,nan
ENSG00000130762,0.5010812111188154
ENSG00000272088,-0.16794990950325428
ENSG00000162591,5.413227292089708
ENSG00000238260,-1.5215531472496104
ENSG00000158109,-0.48353884841791733
ENSG00000116213,-2.247004987706856
ENSG00000078900,-1.9569306764740302
ENSG00000227589,nan
ENSG00000235169,1.1979601678991776
ENSG00000130764,-0.13886287418856857
ENSG00000272153,-0.7031639590880735
ENSG00000116198,2.0196718748987585
ENSG00000169598,-1.0803636630545812
ENSG00000198912,-0.1900203861119335
ENSG00000236423,-0.20037342544564976
ENSG00000284668,nan
ENSG00000235054,nan
ENSG00000196581,-0.5495013215420047
ENSG00000236948,1.4786360257786755
ENSG00000131697,0.29924126061990086
ENSG00000069424,0.505841481555134
ENSG00000116254,-1.6868185250865162
ENSG00000116251,-1.036349930982469
ENSG00000226944,-0.9451877994417023
ENSG00000158286,-1.7394649958013455
ENSG00000116237,0.5246580618299368
ENSG00000225077,-0.10562616256655863
ENSG00000158292,-1.027650641445192
ENSG00000097021,3.299734354768634
ENSG00000271746,-1.2045152962540397
ENSG00000069812,-1.006971595684641
ENSG00000187017,-0.4278294477290319
ENSG00000215788,2.5450617734238783
ENSG00000171680,-0.05488521045136698
ENSG00000162408,1.6603837792592282
ENSG00000173662,1.9796205460517595
ENSG00000204859,7.28616988262903
ENSG00000162413,-1.9724158726318144
ENSG00000116273,7.2682793537228925
ENSG00000041988,1.0153822758107898
ENSG00000007923,0.01983158562136779
ENSG00000284744,nan
ENSG00000237436,-1.0713822854224968
ENSG00000171735,-1.3207157457724412
ENSG00000237402,3.0060913137508862
ENSG00000270171,-0.17752450504714382
ENSG00000270035,0.7105124313782312
ENSG00000269978,-1.9692384219087873
ENSG00000049245,-2.3561116689271357
ENSG00000269925,0.1309712778234585
ENSG00000049246,-1.6130713218145074
ENSG00000236266,nan
ENSG00000049247,0.7591959144609579
ENSG00000049249,0.48657087921933245
ENSG00000116288,-1.3837006044074915
ENSG00000284747,-0.2748196502533471
ENSG00000284716,nan
ENSG00000116285,-1.00518996161309
ENSG00000238290,nan
ENSG00000227634,nan
ENSG00000162426,-0.6572935591602669
ENSG00000142599,-1.4064573194961267
ENSG00000232912,1.5782944871978397
ENSG00000074800,-0.3025952132765847
ENSG00000230679,-0.4218884877436856
ENSG00000142583,3.637503530461473
ENSG00000180758,0.24277030210154474
ENSG00000228526,0.11095607234444715
ENSG00000234546,-1.6988856749478156
ENSG00000049239,1.333345348591666
ENSG00000171621,1.1282378318908954
ENSG00000284652,-3.840480006721546
ENSG00000284693,-0.8294991567373107
ENSG00000171612,1.0499550034413052
ENSG00000188807,0.3717313383368627
ENSG00000171608,1.2341175012526653
ENSG00000179840,-0.6271281026351417
ENSG00000231789,-0.5378596173726862
ENSG00000171603,-0.1865054896409973
ENSG00000178585,1.4181140920856263
ENSG00000223989,-0.48729852823479974
ENSG00000162441,0.5874155486755391
ENSG00000228150,-0.23657590349093408
ENSG00000173614,-0.4118750352334266
ENSG00000162444,1.3049699428474055
ENSG00000130939,-0.5633626416875438
ENSG00000054523,-0.5099536903298397
ENSG00000284642,8.10994206135251
ENSG00000142657,-1.3874264061715356
ENSG00000271989,1.5074645649946425
ENSG00000175279,-1.2013385015108233
ENSG00000241563,-0.41897160551155627
ENSG00000160049,0.04492643496408731
ENSG00000203469,nan
ENSG00000142655,-0.5843904238874961
ENSG00000130940,1.449780219349648
ENSG00000272078,nan
ENSG00000175262,-0.3385350027161299
ENSG00000120948,3.12190500890807
ENSG00000009724,nan
ENSG00000271895,-1.6688712261353815
ENSG00000116649,1.1871948563202803
ENSG00000171824,-0.5810272625051363
ENSG00000226849,-0.9508858095575148
ENSG00000230337,-0.18355195195017138
ENSG00000198793,-1.3359075023275884
ENSG00000171819,11.606337811780257
ENSG00000120942,-1.672041548585649
ENSG00000204624,-1.7077395381356484
ENSG00000116661,-0.22491237963759056
ENSG00000132879,-0.5419711928217972
ENSG00000116663,-1.0151338299096047
ENSG00000116670,-0.8348143254005788
ENSG00000162490,-0.15385993668536724
ENSG00000177674,1.407170061491404
ENSG00000215910,0.48812361621995154
ENSG00000177000,0.06843126112038239
ENSG00000011021,2.584248152937162
ENSG00000285646,-0.572109113477286
ENSG00000116685,95.11387223812707
ENSG00000083444,2.2796238646080593
ENSG00000116688,1.4314180085794375
ENSG00000116691,1.3486063405738589
ENSG00000120949,-0.4500637694625492
ENSG00000028137,7.593260780551076
ENSG00000048707,-0.9700186568685376
ENSG00000229484,-0.13847831552665504
ENSG00000162496,3.13348145198026
ENSG00000272482,0.5407293886725985
ENSG00000157330,1.8189115000793694
ENSG00000116721,nan
ENSG00000204481,nan
ENSG00000162494,5.288700029136166
ENSG00000259961,nan
ENSG00000162493,4.602769139574138
ENSG00000116731,2.4351302646176585
ENSG00000189337,-0.8107933549998303
ENSG00000234593,nan
ENSG00000175147,-0.7144759955873903
ENSG00000171729,-1.3335539051401009
ENSG00000142621,0.24972471937656196
ENSG00000228140,0.47383310155120206
ENSG00000142634,2.5935807626530725
ENSG00000162438,-0.3169694716859317
ENSG00000132906,0.20577547106039368
ENSG00000116138,-0.23260788133207558
ENSG00000272510,-1.526360072547983
ENSG00000116771,-1.2601002631967453
ENSG00000237301,-1.5637893613460097
ENSG00000197312,-0.8635725830788588
ENSG00000271742,nan
ENSG00000116786,0.2427067065983836
ENSG00000162461,2.6901513546752955
ENSG00000224459,1.2378813546464855
ENSG00000162460,1.0729781351370342
ENSG00000162458,1.3284412625666866
ENSG00000233954,-0.5996152346757619
ENSG00000179743,-0.4375855856782119
ENSG00000065526,0.24293194433331353
ENSG00000116809,0.9764626977582008
ENSG00000183888,0.7283519005691211
ENSG00000233078,-0.012510293461882966
ENSG00000173641,-0.07642083674433493
ENSG00000186510,-0.10126319693616857
ENSG00000184908,0.5823978149141116
ENSG00000185519,-0.4937528072541656
ENSG00000142627,1.7101222084272985
ENSG00000227959,0.046076102851758984
ENSG00000234166,nan
ENSG00000142632,0.3126810800481845
ENSG00000288398,0.45409044611178306
ENSG00000132881,0.7727855045790395
ENSG00000037637,-2.475582108061863
ENSG00000055070,1.0540439216609176
ENSG00000187144,-0.5788210420022484
ENSG00000157191,5.280311507179527
ENSG00000226029,0.1496664385977805
ENSG00000261135,-0.28916386416932865
ENSG00000233421,1.482916703891115
ENSG00000219481,-0.08017917247032454
ENSG00000271732,nan
ENSG00000282740,nan
ENSG00000058453,1.6714046665105764
ENSG00000228549,nan
ENSG00000238142,-0.681887548809649
ENSG00000272426,-1.7979501592033686
ENSG00000117122,2.2515024193935345
ENSG00000286898,2.6386910265323142
ENSG00000159363,-0.36091531528902937
ENSG00000117118,-0.7956810231554319
ENSG00000117115,0.8487817791647034
ENSG00000142619,1.3908842903248424
ENSG00000159339,-0.8277992331921394
ENSG00000276747,3.5004282963370086
ENSG00000227751,0.2312422093077432
ENSG00000179051,0.817724511983814
ENSG00000074964,-1.3082022548131396
ENSG00000117148,1.4674573958970094
ENSG00000117154,-0.9089341806058635
ENSG00000179023,-1.5330966491985816
ENSG00000009709,nan
ENSG00000159423,1.1247810547070105
ENSG00000169991,-1.4742596827487104
ENSG00000272084,-1.1378488825012154
ENSG00000127481,-0.20289517912547514
ENSG00000230424,1.139560761013452
ENSG00000127463,-1.2526718193797335
ENSG00000053372,1.6572666105726177
ENSG00000162482,-0.47968217780234534
ENSG00000053371,0.8054423399997672
ENSG00000040487,0.5702249484958662
ENSG00000077549,0.4739350298790553
ENSG00000173436,-0.17593593727128654
ENSG00000158747,7.079094619119187
ENSG00000158748,-0.19715728354638454
ENSG00000162542,-0.4411510498275428
ENSG00000235434,nan
ENSG00000169914,0.5749277682103384
ENSG00000188257,1.3747462612411196
ENSG00000127472,-0.7189787248408613
ENSG00000117215,3.308412662552547
ENSG00000158786,-1.2256519037894804
ENSG00000227066,2.0151904514666823
ENSG00000187980,-1.285825017603532
ENSG00000225986,0.9229552020238266
ENSG00000162543,3.4433016097852747
ENSG00000158816,2.2087751170735346
ENSG00000236963,-0.23973556176544933
ENSG00000162545,0.9252269277457054
ENSG00000090432,2.4488518381564752
ENSG00000183114,1.7216338054354656
ENSG00000158825,4.665683656916358
ENSG00000158828,0.00922159744726248
ENSG00000117242,0.9537098819508337
ENSG00000244038,0.8725560449944805
ENSG00000117245,1.4825489189180672
ENSG00000189410,-0.3567777701191868
ENSG00000127483,0.7412663342437361
ENSG00000075151,-0.8173313164657047
ENSG00000117298,1.0658491011042053
ENSG00000236936,nan
ENSG00000231105,0.10797017900347144
ENSG00000142794,-0.422772569196781
ENSG00000162551,3.5276902513896276
ENSG00000076864,0.4900546402063954
ENSG00000090686,-0.18868394003029293
